Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
544601,22436,12 COLOURED PARTY BALLOONS,20,2011-02-22T09:00:00Z,6,16638,United Kingdom
545637,22436,12 COLOURED PARTY BALLOONS,10,2011-03-04T12:16:00Z,6,15514,United Kingdom
545661,22436,12 COLOURED PARTY BALLOONS,20,2011-03-04T14:41:00Z,6,15358,United Kingdom
545907,22436,12 COLOURED PARTY BALLOONS,20,2011-03-08T09:24:00Z,6,15806,United Kingdom
546096,22436,12 COLOURED PARTY BALLOONS,60,2011-03-09T11:59:00Z,6,15502,United Kingdom
546951,22436,12 COLOURED PARTY BALLOONS,10,2011-03-18T11:30:00Z,6,17673,United Kingdom
547073,22436,12 COLOURED PARTY BALLOONS,10,2011-03-20T14:23:00Z,6,17211,United Kingdom
547547,22436,12 COLOURED PARTY BALLOONS,1,2011-03-23T15:30:00Z,8,NA,United Kingdom
547729,22436,12 COLOURED PARTY BALLOONS,10,2011-03-25T10:52:00Z,6,15529,United Kingdom
547794,22436,12 COLOURED PARTY BALLOONS,20,2011-03-25T12:13:00Z,6,14085,United Kingdom
548199,22436,12 COLOURED PARTY BALLOONS,20,2011-03-29T16:12:00Z,6,16945,United Kingdom
548893,22436,12 COLOURED PARTY BALLOONS,1,2011-04-04T15:54:00Z,8,NA,United Kingdom
549550,22436,12 COLOURED PARTY BALLOONS,2,2011-04-10T11:45:00Z,6,15038,United Kingdom
549733,22436,12 COLOURED PARTY BALLOONS,20,2011-04-11T16:56:00Z,6,17827,United Kingdom
549742,22436,12 COLOURED PARTY BALLOONS,20,2011-04-12T10:01:00Z,6,12910,United Kingdom
550304,22436,12 COLOURED PARTY BALLOONS,20,2011-04-17T10:27:00Z,6,14092,United Kingdom
550389,22436,12 COLOURED PARTY BALLOONS,10,2011-04-18T11:53:00Z,6,17284,United Kingdom
550500,22436,12 COLOURED PARTY BALLOONS,1,2011-04-18T15:26:00Z,8,NA,United Kingdom
550513,22436,12 COLOURED PARTY BALLOONS,10,2011-04-18T16:37:00Z,6,16928,United Kingdom
550775,22436,12 COLOURED PARTY BALLOONS,20,2011-04-20T13:18:00Z,6,15805,United Kingdom
551056,22436,12 COLOURED PARTY BALLOONS,10,2011-04-26T11:51:00Z,6,16442,United Kingdom
551270,22436,12 COLOURED PARTY BALLOONS,20,2011-04-27T12:35:00Z,6,15891,United Kingdom
551414,22436,12 COLOURED PARTY BALLOONS,20,2011-04-28T13:35:00Z,6,15622,United Kingdom
551516,22436,12 COLOURED PARTY BALLOONS,10,2011-05-01T11:10:00Z,6,14800,United Kingdom
551534,22436,12 COLOURED PARTY BALLOONS,100,2011-05-01T14:59:00Z,6,14655,United Kingdom
551997,22436,12 COLOURED PARTY BALLOONS,2,2011-05-05T15:47:00Z,8,NA,United Kingdom
552822,22436,12 COLOURED PARTY BALLOONS,10,2011-05-11T12:59:00Z,6,15521,United Kingdom
552958,22436,12 COLOURED PARTY BALLOONS,20,2011-05-12T12:49:00Z,6,15498,United Kingdom
553014,22436,12 COLOURED PARTY BALLOONS,5,2011-05-12T18:49:00Z,6,13451,United Kingdom
553074,22436,12 COLOURED PARTY BALLOONS,10,2011-05-13T11:45:00Z,6,15529,United Kingdom
553100,22436,12 COLOURED PARTY BALLOONS,1,2011-05-13T11:57:00Z,6,NA,United Kingdom
553832,22436,12 COLOURED PARTY BALLOONS,20,2011-05-19T11:38:00Z,6,12957,United Kingdom
553864,22436,12 COLOURED PARTY BALLOONS,2,2011-05-19T14:08:00Z,6,15862,United Kingdom
554054,22436,12 COLOURED PARTY BALLOONS,3,2011-05-20T15:29:00Z,8,NA,United Kingdom
554964,22436,12 COLOURED PARTY BALLOONS,2,2011-05-27T15:57:00Z,6,15867,United Kingdom
555474,22436,12 COLOURED PARTY BALLOONS,1,2011-06-03T12:07:00Z,6,NA,United Kingdom
555545,22436,12 COLOURED PARTY BALLOONS,20,2011-06-05T13:08:00Z,6,17735,United Kingdom
555620,22436,12 COLOURED PARTY BALLOONS,20,2011-06-06T11:46:00Z,6,12748,United Kingdom
555835,22436,12 COLOURED PARTY BALLOONS,1,2011-06-07T12:34:00Z,6,14525,United Kingdom
555896,22436,12 COLOURED PARTY BALLOONS,10,2011-06-07T16:04:00Z,6,15640,United Kingdom
556182,22436,12 COLOURED PARTY BALLOONS,4,2011-06-09T11:35:00Z,6,16892,United Kingdom
556189,22436,12 COLOURED PARTY BALLOONS,20,2011-06-09T11:57:00Z,6,15615,United Kingdom
556246,22436,12 COLOURED PARTY BALLOONS,10,2011-06-09T16:16:00Z,6,16113,United Kingdom
556484,22436,12 COLOURED PARTY BALLOONS,6,2011-06-12T13:17:00Z,6,16938,United Kingdom
556777,22436,12 COLOURED PARTY BALLOONS,20,2011-06-14T12:31:00Z,6,14426,United Kingdom
557251,22436,12 COLOURED PARTY BALLOONS,10,2011-06-17T16:07:00Z,6,14085,United Kingdom
557349,22436,12 COLOURED PARTY BALLOONS,20,2011-06-20T10:34:00Z,6,16717,United Kingdom
557397,22436,12 COLOURED PARTY BALLOONS,10,2011-06-20T11:23:00Z,6,17897,United Kingdom
557570,22436,12 COLOURED PARTY BALLOONS,10,2011-06-21T10:48:00Z,6,15998,United Kingdom
557846,22436,12 COLOURED PARTY BALLOONS,10,2011-06-23T10:44:00Z,6,17365,United Kingdom
557886,22436,12 COLOURED PARTY BALLOONS,1,2011-06-23T13:39:00Z,6,17799,United Kingdom
557886,22436,12 COLOURED PARTY BALLOONS,3,2011-06-23T13:39:00Z,6,17799,United Kingdom
557937,22436,12 COLOURED PARTY BALLOONS,2,2011-06-23T15:30:00Z,8,NA,United Kingdom
558610,22436,12 COLOURED PARTY BALLOONS,2,2011-06-30T15:33:00Z,6,NA,United Kingdom
558637,22436,12 COLOURED PARTY BALLOONS,20,2011-06-30T20:08:00Z,6,17891,United Kingdom
558709,22436,12 COLOURED PARTY BALLOONS,10,2011-07-01T13:02:00Z,6,17338,United Kingdom
558869,22436,12 COLOURED PARTY BALLOONS,2,2011-07-04T12:49:00Z,6,NA,United Kingdom
559052,22436,12 COLOURED PARTY BALLOONS,1,2011-07-05T16:53:00Z,8,NA,United Kingdom
559063,22436,12 COLOURED PARTY BALLOONS,10,2011-07-06T10:10:00Z,6,17220,United Kingdom
559980,22436,12 COLOURED PARTY BALLOONS,40,2011-07-14T11:28:00Z,6,17314,United Kingdom
559988,22436,12 COLOURED PARTY BALLOONS,1,2011-07-14T12:17:00Z,6,15402,United Kingdom
560999,22436,12 COLOURED PARTY BALLOONS,2,2011-07-22T14:13:00Z,6,NA,United Kingdom
561077,22436,12 COLOURED PARTY BALLOONS,20,2011-07-24T15:53:00Z,6,17649,United Kingdom
561466,22436,12 COLOURED PARTY BALLOONS,20,2011-07-27T12:50:00Z,6,17243,United Kingdom
561534,22436,12 COLOURED PARTY BALLOONS,20,2011-07-28T09:45:00Z,6,14307,United Kingdom
561803,22436,12 COLOURED PARTY BALLOONS,20,2011-07-29T14:39:00Z,6,17926,United Kingdom
561884,22436,12 COLOURED PARTY BALLOONS,1,2011-07-31T13:07:00Z,6,15453,United Kingdom
561923,22436,12 COLOURED PARTY BALLOONS,20,2011-08-01T12:16:00Z,6,14112,United Kingdom
562218,22436,12 COLOURED PARTY BALLOONS,20,2011-08-03T14:07:00Z,6,13851,United Kingdom
562569,22436,12 COLOURED PARTY BALLOONS,10,2011-08-07T12:05:00Z,6,17323,United Kingdom
562587,22436,12 COLOURED PARTY BALLOONS,10,2011-08-07T14:34:00Z,6,15640,United Kingdom
562688,22436,12 COLOURED PARTY BALLOONS,10,2011-08-08T13:53:00Z,6,13869,United Kingdom
562717,22436,12 COLOURED PARTY BALLOONS,1,2011-08-08T15:42:00Z,8,NA,United Kingdom
563012,22436,12 COLOURED PARTY BALLOONS,3,2011-08-11T12:00:00Z,6,17284,United Kingdom
563193,22436,12 COLOURED PARTY BALLOONS,1,2011-08-12T16:30:00Z,8,NA,United Kingdom
563377,22436,12 COLOURED PARTY BALLOONS,10,2011-08-16T10:44:00Z,6,15002,United Kingdom
563565,22436,12 COLOURED PARTY BALLOONS,5,2011-08-17T14:22:00Z,6,17338,United Kingdom
563944,22436,12 COLOURED PARTY BALLOONS,20,2011-08-22T10:08:00Z,6,17581,United Kingdom
564483,22436,12 COLOURED PARTY BALLOONS,20,2011-08-25T13:46:00Z,6,14050,United Kingdom
564724,22436,12 COLOURED PARTY BALLOONS,4,2011-08-28T12:16:00Z,6,15555,United Kingdom
564840,22436,12 COLOURED PARTY BALLOONS,1,2011-08-30T12:49:00Z,8,NA,United Kingdom
565664,22436,12 COLOURED PARTY BALLOONS,9,2011-09-05T17:36:00Z,6,13211,United Kingdom
565664,22436,12 COLOURED PARTY BALLOONS,10,2011-09-05T17:36:00Z,6,13211,United Kingdom
565920,22436,12 COLOURED PARTY BALLOONS,20,2011-09-08T08:56:00Z,6,15298,United Kingdom
566562,22436,12 COLOURED PARTY BALLOONS,10,2011-09-13T12:18:00Z,6,17365,United Kingdom
566599,22436,12 COLOURED PARTY BALLOONS,10,2011-09-13T15:37:00Z,6,15998,United Kingdom
566938,22436,12 COLOURED PARTY BALLOONS,20,2011-09-15T15:48:00Z,6,14557,United Kingdom
567386,22436,12 COLOURED PARTY BALLOONS,20,2011-09-20T10:38:00Z,6,17863,United Kingdom
567656,22436,12 COLOURED PARTY BALLOONS,1,2011-09-21T14:40:00Z,8,14096,United Kingdom
567665,22436,12 COLOURED PARTY BALLOONS,1,2011-09-21T15:22:00Z,4,NA,United Kingdom
567853,22436,12 COLOURED PARTY BALLOONS,4,2011-09-22T13:31:00Z,6,15484,United Kingdom
568202,22436,12 COLOURED PARTY BALLOONS,20,2011-09-25T15:01:00Z,6,15366,United Kingdom
568228,22436,12 COLOURED PARTY BALLOONS,20,2011-09-26T11:02:00Z,6,15358,United Kingdom
568314,22436,12 COLOURED PARTY BALLOONS,6,2011-09-26T12:58:00Z,6,14387,United Kingdom
569011,22436,12 COLOURED PARTY BALLOONS,20,2011-09-30T08:14:00Z,6,14655,United Kingdom
569216,22436,12 COLOURED PARTY BALLOONS,4,2011-10-02T12:41:00Z,6,15555,United Kingdom
569424,22436,12 COLOURED PARTY BALLOONS,10,2011-10-04T10:49:00Z,6,15529,United Kingdom
569424,22436,12 COLOURED PARTY BALLOONS,10,2011-10-04T10:49:00Z,6,15529,United Kingdom
569424,22436,12 COLOURED PARTY BALLOONS,10,2011-10-04T10:49:00Z,6,15529,United Kingdom
569470,22436,12 COLOURED PARTY BALLOONS,10,2011-10-04T12:25:00Z,6,17673,United Kingdom
570444,22436,12 COLOURED PARTY BALLOONS,10,2011-10-10T14:38:00Z,6,17284,United Kingdom
570719,22436,12 COLOURED PARTY BALLOONS,3,2011-10-12T10:45:00Z,6,17913,United Kingdom
570983,22436,12 COLOURED PARTY BALLOONS,4,2011-10-13T11:57:00Z,6,14963,United Kingdom
571280,22436,12 COLOURED PARTY BALLOONS,2,2011-10-16T13:08:00Z,6,18122,United Kingdom
571372,22436,12 COLOURED PARTY BALLOONS,1,2011-10-17T11:55:00Z,6,17201,United Kingdom
571372,22436,12 COLOURED PARTY BALLOONS,1,2011-10-17T11:55:00Z,6,17201,United Kingdom
571427,22436,12 COLOURED PARTY BALLOONS,48,2011-10-17T12:46:00Z,6,17205,United Kingdom
571500,22436,12 COLOURED PARTY BALLOONS,3,2011-10-17T15:09:00Z,6,NA,United Kingdom
572312,22436,12 COLOURED PARTY BALLOONS,10,2011-10-23T15:47:00Z,6,15022,United Kingdom
573916,22436,12 COLOURED PARTY BALLOONS,2,2011-11-01T15:57:00Z,6,NA,United Kingdom
574686,22436,12 COLOURED PARTY BALLOONS,5,2011-11-06T13:00:00Z,6,17608,United Kingdom
574718,22436,12 COLOURED PARTY BALLOONS,40,2011-11-06T14:36:00Z,6,15513,United Kingdom
574958,22436,12 COLOURED PARTY BALLOONS,20,2011-11-08T10:00:00Z,6,14050,United Kingdom
575366,22436,12 COLOURED PARTY BALLOONS,20,2011-11-09T15:02:00Z,6,14621,United Kingdom
575844,22436,12 COLOURED PARTY BALLOONS,1,2011-11-11T12:04:00Z,6,NA,United Kingdom
576339,22436,12 COLOURED PARTY BALLOONS,1,2011-11-14T15:27:00Z,8,14096,United Kingdom
576599,22436,12 COLOURED PARTY BALLOONS,10,2011-11-15T15:06:00Z,6,14544,United Kingdom
576688,22436,12 COLOURED PARTY BALLOONS,20,2011-11-16T12:16:00Z,6,16717,United Kingdom
576860,22436,12 COLOURED PARTY BALLOONS,10,2011-11-16T15:58:00Z,6,17602,United Kingdom
576916,22436,12 COLOURED PARTY BALLOONS,40,2011-11-17T10:24:00Z,6,14655,United Kingdom
577010,22436,12 COLOURED PARTY BALLOONS,3,2011-11-17T12:11:00Z,6,15506,United Kingdom
577493,22436,12 COLOURED PARTY BALLOONS,10,2011-11-20T12:13:00Z,6,17323,United Kingdom
577711,22436,12 COLOURED PARTY BALLOONS,2,2011-11-21T12:17:00Z,6,15527,United Kingdom
577800,22436,12 COLOURED PARTY BALLOONS,20,2011-11-21T17:00:00Z,6,15484,United Kingdom
578041,22436,12 COLOURED PARTY BALLOONS,5,2011-11-22T14:23:00Z,6,17338,United Kingdom
578041,22436,12 COLOURED PARTY BALLOONS,10,2011-11-22T14:23:00Z,6,17338,United Kingdom
578088,22436,12 COLOURED PARTY BALLOONS,10,2011-11-22T16:47:00Z,6,16376,United Kingdom
578270,22436,12 COLOURED PARTY BALLOONS,1,2011-11-23T13:39:00Z,8,14096,United Kingdom
579171,22436,12 COLOURED PARTY BALLOONS,10,2011-11-28T14:30:00Z,6,13030,United Kingdom
579433,22436,12 COLOURED PARTY BALLOONS,20,2011-11-29T13:15:00Z,6,17466,United Kingdom
579462,22436,12 COLOURED PARTY BALLOONS,20,2011-11-29T14:43:00Z,6,13211,United Kingdom
579536,22436,12 COLOURED PARTY BALLOONS,20,2011-11-30T09:53:00Z,6,12957,United Kingdom
579872,22436,12 COLOURED PARTY BALLOONS,10,2011-11-30T16:54:00Z,6,14085,United Kingdom
580115,22436,12 COLOURED PARTY BALLOONS,1,2011-12-01T16:22:00Z,8,NA,United Kingdom
580541,22436,12 COLOURED PARTY BALLOONS,20,2011-12-05T09:03:00Z,6,15358,United Kingdom
580647,22436,12 COLOURED PARTY BALLOONS,1,2011-12-05T13:14:00Z,6,14083,United Kingdom
580776,22436,12 COLOURED PARTY BALLOONS,2,2011-12-06T11:05:00Z,6,14562,United Kingdom
581129,22436,12 COLOURED PARTY BALLOONS,20,2011-12-07T12:48:00Z,6,15498,United Kingdom
